Date,Date Added,Location,Endroit,Address,Address-fr,Transit Route,Details,Précisions
10/27/2020 12:00:00 AM,11/04/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes",,,47,Route 47 from University and Wedgewood at 2:05 p.m. then Route 20 from Main and Pioneer to Munroe at 2:40 p.m.|Route 20 from Munroe to Main and Pioneer at 12:10 p.m. then Route 47 p.m. to University and Wedgewood at 12:40 p.m.,"Ligne 47, depuis le coin de University et Wedgewood à 14 h 05, puis ligne 20, depuis le coin de Main et Pioneer et jusqu’à Munroe à 14 h 40|Ligne 20, depuis Munroe jusqu’au coin de Main et Pioneer à 12 h 10, puis ligne 47 jusqu’au coin de University et Wedgewood à 12 h 40"
10/09/2020 12:00:00 AM,10/13/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes",,,78,"A passenger was on route 66 from Portage Avenue at St. Charles Street from approximately 6:20 a.m. to 6:47 a.m., and then rode route 78 from Cambridge Street at Mathers Avenue to Waverley Street at McGillivray Boulevard at approximately 6:54 a.m. to 7 a.m.","Une personne a emprunté la ligne 66 depuis le coin de l’avenue Portage et de la rue St. Charles, entre environ 6 h 20 et 6 h 47, puis la ligne 78 depuis le coin de la rue Cambridge et l’avenue Mathers jusqu’au coin de la rue Waverley et du boulevard McGillivray, entre environ 6 h 54 et 7 h."
11/03/2020 12:00:00 AM,11/13/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes",,,65,Route 65: 7:47 a.m. Grant Ave. and Haney St. eastbound to Broadway and Garry St.|Route 65 or 66: 5-6 p.m. at Donald St. and York Ave. westbound to Grant Ave. and Laxdal Rd.,"Ligne 65 : À 7 h 47, depuis le coin de l’av. Grant et de la rue Haney en direction est jusqu’au coin de Broadway et de la rue Garry|Ligne 65 ou 66 : Entre 17 h et 18 h, depuis le coin de la rue Donald et de l’av. York en direction ouest jusqu’au coin de l’av. Grant et du ch. Laxdal"
11/07/2020 12:00:00 AM,11/14/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes",,,47,Route 47 from Hoka St. and Regent Ave. to Centennial Concert Hall from 10:20 a.m. to 11 a.m.|Route 21 from Centennial Concert Hall to westbound Portage Ave. at Wall St. from 11 a.m. to 11:25 a.m.|Route 21 from eastbound Portage Ave. at Newman St. to Centennial Concert Hall from approx. 11:50 a.m. to 12:15 p.m.|Route 47 from Centennial Concert Hall to Hoka St. and Regent Ave. from approx. 12:15 p.m. to 1 p.m.,"Ligne 47, du coin de la rue Hoka et de l’av. Regent jusqu’à la salle des concerts du Centenaire, entre 10 h 20 et 11 h|Ligne 21, depuis la salle des concerts du Centenaire en direction ouest jusqu’au coin de l’av. Portage et de la rue Wall, entre 11 h et 11 h 25|Ligne 21, depuis le coin de l’av. Portage et de la rue Newman, en direction est, jusqu’à la salle des concerts du Centenaire, entre 11 h 50 et 12 h 15 environ|Ligne 47, depuis la salle des concerts du Centenaire jusqu’au coin de la rue Hoka et de l’av. Regent, entre 12 h 15 et 13 h environ"
10/29/2020 12:00:00 AM,11/04/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes",,,47,Route 47 from University and Wedgewood at 2:05 p.m. then Route 20 from Main and Pioneer to Munroe at 2:40 p.m.|Route 20 from Munroe to Main and Pioneer at 12:10 p.m. then Route 47 p.m. to University and Wedgewood at 12:40 p.m.,"Ligne 47, depuis le coin de University et Wedgewood à 14 h 05, puis ligne 20, depuis le coin de Main et Pioneer et jusqu’à Munroe à 14 h 40|Ligne 20, depuis Munroe jusqu’au coin de Main et Pioneer à 12 h 10, puis ligne 47 jusqu’au coin de University et Wedgewood à 12 h 40"
10/26/2020 12:00:00 AM,11/04/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes",,,47,Route 47 from University and Wedgewood at 2:05 p.m. then Route 20 from Main and Pioneer to Munroe at 2:40 p.m.|Route 20 from Munroe to Main and Pioneer at 12:10 p.m. then Route 47 p.m. to University and Wedgewood at 12:40 p.m.,"Ligne 47, depuis le coin de University et Wedgewood à 14 h 05, puis ligne 20, depuis le coin de Main et Pioneer et jusqu’à Munroe à 14 h 40|Ligne 20, depuis Munroe jusqu’au coin de Main et Pioneer à 12 h 10, puis ligne 47 jusqu’au coin de University et Wedgewood à 12 h 40"
10/30/2020 12:00:00 AM,11/07/2020 12:00:00 AM,Winnipeg Transit Route,"Régie des transports de Winnipeg, ligne",,,24,Approx. 3 p.m. – 3:30 p.m. Polo Park to Knox St. and Livinia Ave.,"Entre 15 h et 15 h 30, depuis Polo Park jusqu’au coin de la rue Knox et de l’av. Livinia"
10/03/2020 12:00:00 AM,10/13/2020 12:00:00 AM,Winnipeg Police Service Centre in Headquarters Building,"Centre du Service de police de Winnipeg, quartier général,",245 Smith St.,"245, rue Smith",,"A affected Winnipeg Police Service member works in the Service Centre, where the public report crimes in person and obtain criminal record checks or non-criminal fingerprinting. Anyone identified as a close contact will be contacted by public health officials and provided instructions on next steps.","Un membre du Service de police de Winnipeg infecté travaille au centre de services, où le public vient en personne signaler des crimes et obtenir des vérifications de casier judiciaire ou des empreintes digitales pour des motifs non criminels. Les autorités en matière de santé communiqueront avec les personnes qui ont eu un contact rapproché avec ce cas, et leur donneront des consignes sur les mesures à prendre."
10/30/2020 12:00:00 AM,11/07/2020 12:00:00 AM,Winnipeg Transit Route,"Régie des transports de Winnipeg, ligne",,,66,Approx. 2:45 p.m. – 3:15 p.m. from Superstore Kenaston to Polo Park.,"Entre 14 h 45 et 15 h 15 environ, depuis le Superstore, sur Kenaston, jusqu’à Polo Park"
10/13/2020 12:00:00 AM,10/20/2020 12:00:00 AM,Winnipeg Transit Route,"Régie des transports de Winnipeg, ligne",,,17,From 8:14 a.m. to 8:33 a.m Northbound McGregor Street and Enniskillen to Westbound Jefferson Avenue and Cannes Crescent.,"De 8 h 14 à 8 h 33. Depuis le coin de la rue McGregor, direction nord, et de l’avenue Enniskillen, jusqu’au coin de l’avenue Jefferson, direction ouest, et du croissant Cannes."
10/23/2020 12:00:00 AM,11/04/2020 12:00:00 AM,Winnipeg Transit Route,"Régie des transports de Winnipeg, ligne",,,47,Approx. noon University and Wedgewood,"Vers midi, au coin de University et Wedgewood"
11/06/2020 12:00:00 AM,11/13/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes",,,19,November 4 and November 6:|Route 19 - 10:20 a.m. and 2 p.m.|Route 10 - 11:03 a.m. and 1:10 p.m.|November 5:|Route 19 - 2:30 p.m.,Le 4 et le 6 novembre:|Ligne 19 – À 10 h 20 et à 14 h|Ligne 10 – À 11 h 03 et à 13 h 10|Le 5 novembre :|Ligne 19 – À 14 h 30
10/24/2020 12:00:00 AM,11/04/2020 12:00:00 AM,Winnipeg Transit Route,"Régie des transports de Winnipeg, ligne",,,43,"Approx. 10:45 a.m. from Provencher and Langevin to Kildonan Place Mall|At 1:30 p.m. or 1:55 p.m., from Kildonan Place Mall to Provencher at Langevin","Vers 10 h 45, depuis le coin de Provencher et Langevin jusqu’au centre Kildonan Place|À 13 h 30 ou 13 h 55, depuis le centre Kildonan Place jusqu’au coin de Provencher et Langevin"
10/18/2020 12:00:00 AM,10/27/2020 12:00:00 AM,"Winnipeg Police Service Central Division, Headquarters Building","Division centrale du Service de police de Winnipeg, quartier général,",245 Smith St.,"245, rue Smith",,The two affected Winnipeg Police Service members work in the Central Division area. Anyone identified as a close contact will be contacted by public health officials and provided instructions on next steps.,Les deux membres du personnel du Service de police de Winnipeg travaillent pour le secteur de la division centrale. Les autorités en matière de santé communiqueront avec les personnes qui ont eu un contact rapproché avec ces cas et leur donneront des consignes sur les mesures à prendre.
10/20/2020 12:00:00 AM,10/27/2020 12:00:00 AM,"Winnipeg Police Service Central Division, Headquarters Building","Division centrale du Service de police de Winnipeg, quartier général,",245 Smith St.,"245, rue Smith",,The two affected Winnipeg Police Service members work in the Central Division area. Anyone identified as a close contact will be contacted by public health officials and provided instructions on next steps.,Les deux membres du personnel du Service de police de Winnipeg travaillent pour le secteur de la division centrale. Les autorités en matière de santé communiqueront avec les personnes qui ont eu un contact rapproché avec ces cas et leur donneront des consignes sur les mesures à prendre.
10/12/2020 12:00:00 AM,10/20/2020 12:00:00 AM,Winnipeg Transit Route,"Régie des transports de Winnipeg, ligne",,,17,From 8:14 a.m. to 8:33 a.m Northbound McGregor Street and Enniskillen to Westbound Jefferson Avenue and Cannes Crescent.,"De 8 h 14 à 8 h 33. Depuis le coin de la rue McGregor, direction nord, et de l’avenue Enniskillen, jusqu’au coin de l’avenue Jefferson, direction ouest, et du croissant Cannes."
10/05/2020 12:00:00 AM,10/15/2020 12:00:00 AM,Winnipeg Transit Route,"Régie des transports de Winnipeg, ligne",,,55,"On both days, a passenger rode route 55 between 4 p.m. and 4:30 p.m., boarding at St. Mary Avenue and Garry Street and exiting Lyndale Drive and St. Mary’s Road.","Les deux jours, une personne a emprunté la ligne 55 entre 16 h et 16 h 30. Elle a embarqué à l’intersection de l’avenue St. Mary et de la rue Garry, et a débarqué à l’intersection de la promenade Lyndale et du chemin St. Mary’s."
10/09/2020 12:00:00 AM,10/13/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes",,,78,"A passenger was on route 78 from Waverley Street at McGillivray Boulevard to Polo Park from approximately 4:25 p.m. to 4:50 p.m., then rode the route 22 from Polo Park to Portage Avenue at St. Charles Street from approximately 5 p.m. to 5:45 p.m.","Une personne a emprunté la ligne 78 depuis le coin de la rue Waverley et du boulevard McGillivray jusqu’à Polo Park, entre environ 16 h 25 et 16 h 50, puis la ligne 22 depuis Polo Park jusqu’au coin de l’avenue Portage et de la rue St. Charles, entre environ 17 h et 17 h 45."
11/02/2020 12:00:00 AM,11/13/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes",,,65,Route 65: 7:47 a.m. Grant Ave. and Haney St. eastbound to Broadway and Garry St.|Route 65 or 66: 5-6 p.m. at Donald St. and York Ave. westbound to Grant Ave. and Laxdal Rd.,"Ligne 65 : À 7 h 47, depuis le coin de l’av. Grant et de la rue Haney en direction est jusqu’au coin de Broadway et de la rue Garry|Ligne 65 ou 66 : Entre 17 h et 18 h, depuis le coin de la rue Donald et de l’av. York en direction ouest jusqu’au coin de l’av. Grant et du ch. Laxdal"
11/04/2020 12:00:00 AM,11/13/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes",,,65,Route 65: 7:47 a.m. Grant Ave. and Haney St. eastbound to Broadway and Garry St.|Route 65 or 66: 5-6 p.m. at Donald St. and York Ave. westbound to Grant Ave. and Laxdal Rd.,"Ligne 65 : À 7 h 47, depuis le coin de l’av. Grant et de la rue Haney en direction est jusqu’au coin de Broadway et de la rue Garry|Ligne 65 ou 66 : Entre 17 h et 18 h, depuis le coin de la rue Donald et de l’av. York en direction ouest jusqu’au coin de l’av. Grant et du ch. Laxdal"
11/02/2020 12:00:00 AM,11/08/2020 12:00:00 AM,Winnipeg Transit Route,"Régie des transports de Winnipeg, ligne",,,28,Approx. 7:10 a.m. – 7:30 a.m. from City Hall to the 1400 block of St. James Ave.,"Entre 7 h 10 et 7 h 30 environ, depuis l’hôtel de ville jusqu’au bloc 1400 de l’av. St. James"
10/26/2020 12:00:00 AM,11/04/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes",,,10,"Approx. 1:30 p.m., route 10 from Provencher at Aulneau, then route 55 from Portage and Fort to the COVID-19 test site at 604 St. Mary’s Rd. at 1:50 p.m. |At 2:45 p.m. or 3:30 p.m. route 14 from the COVID-19 test site at 604 St. Mary’s Rd. to St. Mary’s at Traverse, then route 10 to Des Meurons at de la Cathedrale.","Vers 13 h 30, ligne 10 depuis le coin de Provencher et Aulneau, puis ligne 55 depuis le coin de Portage et Fort jusqu’au site de dépistage de la COVID-19 au 604, ch. St. Mary’s à 13 h 50|À 14 h 45 ou 15 h 30, ligne 14, depuis le site de dépistage de la COVID-19 au 604, ch. St. Mary’s jusqu’au coin de St. Mary’s et Traverse, puis ligne 10 jusqu’au coin de Des Meurons et de la Cathédrale"
10/16/2020 12:00:00 AM,10/27/2020 12:00:00 AM,"Winnipeg Police Service Central Division, Headquarters Building","Division centrale du Service de police de Winnipeg, quartier général,",245 Smith St.,"245, rue Smith",,The two affected Winnipeg Police Service members work in the Central Division area. Anyone identified as a close contact will be contacted by public health officials and provided instructions on next steps.,Les deux membres du personnel du Service de police de Winnipeg travaillent pour le secteur de la division centrale. Les autorités en matière de santé communiqueront avec les personnes qui ont eu un contact rapproché avec ces cas et leur donneront des consignes sur les mesures à prendre.
11/04/2020 12:00:00 AM,11/13/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes",,,19,November 4 and November 6:|Route 19 - 10:20 a.m. and 2 p.m.|Route 10 - 11:03 a.m. and 1:10 p.m.|November 5:|Route 19 - 2:30 p.m.,Le 4 et le 6 novembre:|Ligne 19 – À 10 h 20 et à 14 h|Ligne 10 – À 11 h 03 et à 13 h 10|Le 5 novembre :|Ligne 19 – À 14 h 30
11/01/2020 12:00:00 AM,11/09/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, ligne",,,14,Route 14: Approx. 11 a.m. from St. Mary’s Rd./Kingswood Ave. to Downtown|Route 33: Approx. 11:30 a.m. from Downtown to Tecumseh St./ William Ave.|Route 33 or Route 19: Approx. 9:30 p.m. from Tecumseh St./ William Ave. to Vaughn St. and Portage Ave.|Route 14: Approximately 10:30 p.m. from Edmonton Ave. and Portage Ave. to St. Mary’s Rd./Kingswood Ave.,"Ligne 14 : à environ 11 h depuis le coin du ch. St. Mary’s et de l’av. Kingswood jusqu’au centre-ville|Ligne 33 : à environ 11 h 30 depuis le centre-ville jusqu’au coin de la rue Tecumseh et de l’av. William|Ligne 33 ou 19 : à environ 21 h 30, depuis le coin de la rue Tecumseh et de l’av. William jusqu’au coin de la rue Vaughan et de l’av. Portage|Ligne 14 : à environ 22 h 30, depuis le coin de l’av. Edmonton et de l’av. Portage jusqu’au coin du ch. St. Mary’s et de l’av. Kingswood."
11/07/2020 12:00:00 AM,11/14/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes",,,21,Route 47 from Hoka St. and Regent Ave. to Centennial Concert Hall from 10:20 a.m. to 11 a.m.|Route 21 from Centennial Concert Hall to westbound Portage Ave. at Wall St. from 11 a.m. to 11:25 a.m.|Route 21 from eastbound Portage Ave. at Newman St. to Centennial Concert Hall from approx. 11:50 a.m. to 12:15 p.m.|Route 47 from Centennial Concert Hall to Hoka St. and Regent Ave. from approx. 12:15 p.m. to 1 p.m.,"Ligne 47, du coin de la rue Hoka et de l’av. Regent jusqu’à la salle des concerts du Centenaire, entre 10 h 20 et 11 h|Ligne 21, depuis la salle des concerts du Centenaire en direction ouest jusqu’au coin de l’av. Portage et de la rue Wall, entre 11 h et 11 h 25|Ligne 21, depuis le coin de l’av. Portage et de la rue Newman, en direction est, jusqu’à la salle des concerts du Centenaire, entre 11 h 50 et 12 h 15 environ|Ligne 47, depuis la salle des concerts du Centenaire jusqu’au coin de la rue Hoka et de l’av. Regent, entre 12 h 15 et 13 h environ"
10/19/2020 12:00:00 AM,10/27/2020 12:00:00 AM,"Winnipeg Police Service Central Division, Headquarters Building","Division centrale du Service de police de Winnipeg, quartier général,",245 Smith St.,"245, rue Smith",,The two affected Winnipeg Police Service members work in the Central Division area. Anyone identified as a close contact will be contacted by public health officials and provided instructions on next steps.,Les deux membres du personnel du Service de police de Winnipeg travaillent pour le secteur de la division centrale. Les autorités en matière de santé communiqueront avec les personnes qui ont eu un contact rapproché avec ces cas et leur donneront des consignes sur les mesures à prendre.
10/26/2020 12:00:00 AM,11/04/2020 12:00:00 AM,Winnipeg Transit Route,"Régie des transports de Winnipeg, ligne",,,21,Approx. 3:50 p.m. Portage and Parkdale to Portage and Trail Ave,"Vers 15 h 50, depuis le coin de Portage et Parkdale jusqu’au coin de Portage et de l’av. Trail"
11/04/2020 12:00:00 AM,11/13/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes",,,66,Route 65: 7:47 a.m. Grant Ave. and Haney St. eastbound to Broadway and Garry St.|Route 65 or 66: 5-6 p.m. at Donald St. and York Ave. westbound to Grant Ave. and Laxdal Rd.,"Ligne 65 : À 7 h 47, depuis le coin de l’av. Grant et de la rue Haney en direction est jusqu’au coin de Broadway et de la rue Garry|Ligne 65 ou 66 : Entre 17 h et 18 h, depuis le coin de la rue Donald et de l’av. York en direction ouest jusqu’au coin de l’av. Grant et du ch. Laxdal"
10/18/2020 12:00:00 AM,10/26/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes",,,55,"On each of the days listed, a passenger travelled twice between Queen Elizabeth Way and Main Street, and Beliveau Road and St. Anne’s Road:|On October 16, a southbound trip departed at 8:35 a.m. and arrived at 8:55 a.m., and a northbound trip departed at 5:45 p.m. and arrived at 6:05 p.m.|On October 17, a southbound trip departed at 10:55 a.m. and arrived at 11:15 a.m., and a northbound trip departed at 8:15 p.m. and arrived at 8:35 p.m.|On October 18, a southbound trip departed at 9:55 a.m. and arrived at 10:15 a.m., and a northbound trip departed at 2:35 p.m. and arrived at 2:55 p.m.","Chacun de ces jours, une personne a pris l’autobus de la ligne 55 deux fois entre l’intersection de Queen Elizabeth Way et de la rue Main et le coin du chemin Béliveau et du chemin St. Anne’s :|Le 16 octobre, cette personne a pris l’autobus qui allait vers le sud à 8 h 35, et en est descendue à 8 h 55, puis elle a pris un autre autobus vers le nord à 17 h 45, et en est descendue à 18 h 05.|Le 17 octobre, cette personne a pris l’autobus qui allait vers le sud à 10 h 55, et en est descendue à 11 h 15, puis elle a pris un autre autobus vers le nord à 20 h 15, et en est descendue à 20 h 35.|Le 18 octobre, cette personne a pris l’autobus qui allait vers le sud à 9 h 55, et en est descendue à 10 h 15, puis elle a pris un autre autobus vers le nord à 14 h 35, et en est descendue à 14 h 55."
11/12/2020 12:00:00 AM,11/14/2020 12:00:00 AM,Winnipeg Transit Route,"Régie des transports de Winnipeg, ligne",,,15,Flight Rd. east to Balmoral at Sargent Ave. from 7:35 a.m. to 7:50 a.m.|Vaughn St at Portage Ave. north to Wellington Ave. / Flight Rd. 11:35 p.m. to 11:50 p.m.,"Depuis le ch. Flight en direction est jusqu’au coin de Balmoral et de l’av. Sargent, entre 7 h 35 et 7 h 50|Depuis le coin de la rue Vaughan et de l’av. Portage en direction nord jusqu’au coin de l’av.  Wellington et du ch. Flight, entre 23 h 35 et 23 h 50"
10/16/2020 12:00:00 AM,10/26/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes",,,55,"On each of the days listed, a passenger travelled twice between Queen Elizabeth Way and Main Street, and Beliveau Road and St. Anne’s Road:|On October 16, a southbound trip departed at 8:35 a.m. and arrived at 8:55 a.m., and a northbound trip departed at 5:45 p.m. and arrived at 6:05 p.m.|On October 17, a southbound trip departed at 10:55 a.m. and arrived at 11:15 a.m., and a northbound trip departed at 8:15 p.m. and arrived at 8:35 p.m.|On October 18, a southbound trip departed at 9:55 a.m. and arrived at 10:15 a.m., and a northbound trip departed at 2:35 p.m. and arrived at 2:55 p.m.","Chacun de ces jours, une personne a pris l’autobus de la ligne 55 deux fois entre l’intersection de Queen Elizabeth Way et de la rue Main et le coin du chemin Béliveau et du chemin St. Anne’s :|Le 16 octobre, cette personne a pris l’autobus qui allait vers le sud à 8 h 35, et en est descendue à 8 h 55, puis elle a pris un autre autobus vers le nord à 17 h 45, et en est descendue à 18 h 05.|Le 17 octobre, cette personne a pris l’autobus qui allait vers le sud à 10 h 55, et en est descendue à 11 h 15, puis elle a pris un autre autobus vers le nord à 20 h 15, et en est descendue à 20 h 35.|Le 18 octobre, cette personne a pris l’autobus qui allait vers le sud à 9 h 55, et en est descendue à 10 h 15, puis elle a pris un autre autobus vers le nord à 14 h 35, et en est descendue à 14 h 55."
10/26/2020 12:00:00 AM,11/04/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes",,,14,"Approx. 1:30 p.m., route 10 from Provencher at Aulneau, then route 55 from Portage and Fort to the COVID-19 test site at 604 St. Mary’s Rd. at 1:50 p.m. |At 2:45 p.m. or 3:30 p.m. route 14 from the COVID-19 test site at 604 St. Mary’s Rd. to St. Mary’s at Traverse, then route 10 to Des Meurons at de la Cathedrale.","Vers 13 h 30, ligne 10 depuis le coin de Provencher et Aulneau, puis ligne 55 depuis le coin de Portage et Fort jusqu’au site de dépistage de la COVID-19 au 604, ch. St. Mary’s à 13 h 50|À 14 h 45 ou 15 h 30, ligne 14, depuis le site de dépistage de la COVID-19 au 604, ch. St. Mary’s jusqu’au coin de St. Mary’s et Traverse, puis ligne 10 jusqu’au coin de Des Meurons et de la Cathédrale"
10/20/2020 12:00:00 AM,10/29/2020 12:00:00 AM,Winnipeg Transit Route,"Régie des transports de Winnipeg, ligne",,,15,"A passenger rode route 15 twice on each day:|Boarding on Kennedy Street at 8:25 a.m., and exiting at Sargent Avenue and Banning Street at 8:40 a.m.|Boarding at Sargent Avenue and Banning Street at 3:30 p.m. and exiting on Kennedy Street at 4 p.m.","Une personne a emprunté la ligne 15 deux fois chacun de ces jours :|Elle est montée dans un autobus à 8 h 25, depuis la rue Kennedy, et a débarqué au coin de l’avenue Sargent et de la rue Banning à 8 h 40.|À 15 h 30, elle est montée dans un autobus depuis le coin de l’avenue Sargent et de la rue Banning, et a débarqué sur la rue Kennedy à 16 h."
11/06/2020 12:00:00 AM,11/13/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes",,,10,November 4 and November 6:|Route 19 - 10:20 a.m. and 2 p.m.|Route 10 - 11:03 a.m. and 1:10 p.m.|November 5:|Route 19 - 2:30 p.m.,Le 4 et le 6 novembre:|Ligne 19 – À 10 h 20 et à 14 h|Ligne 10 – À 11 h 03 et à 13 h 10|Le 5 novembre :|Ligne 19 – À 14 h 30
11/01/2020 12:00:00 AM,11/09/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, ligne",,,19,Route 14: Approx. 11 a.m. from St. Mary’s Rd./Kingswood Ave. to Downtown|Route 33: Approx. 11:30 a.m. from Downtown to Tecumseh St./ William Ave.|Route 33 or Route 19: Approx. 9:30 p.m. from Tecumseh St./ William Ave. to Vaughn St. and Portage Ave.|Route 14: Approximately 10:30 p.m. from Edmonton Ave. and Portage Ave. to St. Mary’s Rd./Kingswood Ave.,"Ligne 14 : à environ 11 h depuis le coin du ch. St. Mary’s et de l’av. Kingswood jusqu’au centre-ville|Ligne 33 : à environ 11 h 30 depuis le centre-ville jusqu’au coin de la rue Tecumseh et de l’av. William|Ligne 33 ou 19 : à environ 21 h 30, depuis le coin de la rue Tecumseh et de l’av. William jusqu’au coin de la rue Vaughan et de l’av. Portage|Ligne 14 : à environ 22 h 30, depuis le coin de l’av. Edmonton et de l’av. Portage jusqu’au coin du ch. St. Mary’s et de l’av. Kingswood."
10/21/2020 12:00:00 AM,10/24/2020 12:00:00 AM,Winnipeg Transit Route,"Régie des transports de Winnipeg, ligne",,,11,"A passenger rode route 11 between 1 p.m. and 2 p.m., boarding at a stop at Bell MTS Place and exiting at City Hall.",Une personne a pris un autobus de la ligne 11 entre 13 h et 14 h depuis l’arrêt du Bell MTS Place jusqu’à l’hôtel de ville.
10/09/2020 12:00:00 AM,10/13/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes",,,66,"A passenger was on route 66 from Portage Avenue at St. Charles Street from approximately 6:20 a.m. to 6:47 a.m., and then rode route 78 from Cambridge Street at Mathers Avenue to Waverley Street at McGillivray Boulevard at approximately 6:54 a.m. to 7 a.m.","Une personne a emprunté la ligne 66 depuis le coin de l’avenue Portage et de la rue St. Charles, entre environ 6 h 20 et 6 h 47, puis la ligne 78 depuis le coin de la rue Cambridge et l’avenue Mathers jusqu’au coin de la rue Waverley et du boulevard McGillivray, entre environ 6 h 54 et 7 h."
10/20/2020 12:00:00 AM,10/28/2020 12:00:00 AM,Winnipeg Transit Route,"Régie des transports de Winnipeg, ligne",,,77,"A passenger rode route 77, boarding at Mandalay Drive and Mapleton Drive at approximately 11 a.m. and exiting at Polo Park Mall at 11:40 a.m.","Une personne a pris un autobus de la ligne 77 à environ 11 h, depuis le coin de la promenade Mandalay et de la promenade Mapleton, et a débarqué au centre commercial CF Polo Park à 11 h 40."
11/02/2020 12:00:00 AM,11/13/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes",,,66,Route 65: 7:47 a.m. Grant Ave. and Haney St. eastbound to Broadway and Garry St.|Route 65 or 66: 5-6 p.m. at Donald St. and York Ave. westbound to Grant Ave. and Laxdal Rd.,"Ligne 65 : À 7 h 47, depuis le coin de l’av. Grant et de la rue Haney en direction est jusqu’au coin de Broadway et de la rue Garry|Ligne 65 ou 66 : Entre 17 h et 18 h, depuis le coin de la rue Donald et de l’av. York en direction ouest jusqu’au coin de l’av. Grant et du ch. Laxdal"
10/05/2020 12:00:00 AM,10/13/2020 12:00:00 AM,Winnipeg Police Service Centre in Headquarters Building,"Centre du Service de police de Winnipeg, quartier général,",245 Smith St.,"245, rue Smith",,"A affected Winnipeg Police Service member works in the Service Centre, where the public report crimes in person and obtain criminal record checks or non-criminal fingerprinting. Anyone identified as a close contact will be contacted by public health officials and provided instructions on next steps.","Un membre du Service de police de Winnipeg infecté travaille au centre de services, où le public vient en personne signaler des crimes et obtenir des vérifications de casier judiciaire ou des empreintes digitales pour des motifs non criminels. Les autorités en matière de santé communiqueront avec les personnes qui ont eu un contact rapproché avec ce cas, et leur donneront des consignes sur les mesures à prendre."
10/17/2020 12:00:00 AM,10/26/2020 12:00:00 AM,Winnipeg Transit Routes,"Régie des transports de Winnipeg, lignes",,,55,"On each of the days listed, a passenger travelled twice between Queen Elizabeth Way and Main Street, and Beliveau Road and St. Anne’s Road:|On October 16, a southbound trip departed at 8:35 a.m. and arrived at 8:55 a.m., and a northbound trip departed at 5:45 p.m. and arrived at 6:05 p.m.|On October 17, a southbound trip departed at 10:55 a.m. and arrived at 11:15 a.m., and a northbound trip departed at 8:15 p.m. and arrived at 8:35 p.m.|On October 18, a southbound trip departed at 9:55 a.m. and arrived at 10:15 a.m., and a northbound trip departed at 2:35 p.m. and arrived at 2:55 p.m.","Chacun de ces jours, une personne a pris l’autobus de la ligne 55 deux fois entre l’intersection de Queen Elizabeth Way et de la rue Main et le coin du chemin Béliveau et du chemin St. Anne’s :|Le 16 octobre, cette personne a pris l’autobus qui allait vers le sud à 8 h 35, et en est descendue à 8 h 55, puis elle a pris un autre autobus vers le nord à 17 h 45, et en est descendue à 18 h 05.|Le 17 octobre, cette personne a pris l’autobus qui allait vers le sud à 10 h 55, et en est descendue à 11 h 15, puis elle a pris un autre autobus vers le nord à 20 h 15, et en est descendue à 20 h 35.|Le 18 octobre, cette personne a pris l’autobus qui allait vers le sud à 9 h 55, et en est descendue à 10 h 15, puis elle a pris un autre autobus vers le nord à 14 h 35, et en est descendue à 14 h 55."
